Zoning Classification,Overall Material Quality,Overall House Condition,Roof Style,Fireplace Quality,Garage Year Built,Garage Area,Garage Quality,Year Sold,Actual SalePrice,Expected SalePrice
Low Density,4,5,Gable,NA,,0,NA,2008,82000,84872.28005
Low Density,4,4,Gable,NA,,0,NA,2008,118000,143800.2531
Low Density,4,5,Gable,NA,,0,NA,2008,82500,92442.31829
Low Density,4,5,Hip,NA,,0,NA,2008,91900,102405.4848
Low Density,5,7,Gable,NA,,0,NA,2008,120000,120294.6316
Low Density,5,8,Gable,NA,,0,NA,2008,96000,115765.5582
Low Density,4,5,Gable,NA,1953,286,Average,2008,99000,121533.793
Low Density,5,6,Gable,NA,1946,240,Average,2008,130500,133077.0179
Low Density,4,6,Gable,NA,1958,548,Average,2008,135000,161681.4762
Low Density,5,7,Gable,NA,1955,300,Average,2008,135500,141840.571
Low Density,4,6,Gable,NA,1954,312,Average,2008,100000,116559.2448
Low Density,4,7,Gable,NA,1923,205,Average,2008,108000,129261.4296
Low Density,5,6,Gable,NA,,0,NA,2008,98000,101950.5505
Low Density,3,3,Gable,NA,,0,NA,2008,67000,74003.12614
Low Density,5,6,Gable,NA,,0,NA,2008,135900,144915.0693
High Density,6,8,Gable,NA,1934,400,Average,2008,140000,143246.0457
Low Density,5,8,Gable,Good,1939,240,Average,2008,179500,198331.2783
Low Density,6,5,Gable,Good,1925,576,Average,2008,136500,148839.5466
Low Density,7,8,Gable,Good,1921,312,Average,2008,168000,183671.6277
High Density,5,6,Gable,NA,,0,NA,2008,130000,153046.103
Low Density,5,6,Gable,NA,1998,621,Average,2008,189000,227579.3647
Low Density,6,7,Gable,Good,1930,480,Average,2008,161900,170096.7561
Low Density,6,6,Gambrel,Good,2001,369,Average,2008,145000,176087.8324
Low Density,6,7,Gable,Good,1993,672,Average,2008,191000,197829.9444
Low Density,6,7,Gable,NA,1960,308,Average,2008,177000,219045.0298
Low Density,6,6,Gable,NA,1994,400,Average,2008,147500,156611.7292
Low Density,6,5,Gable,NA,1925,160,Fair,2008,91000,103321.3624
Low Density,8,9,Gable,Good,1925,180,Average,2008,231000,287354.7791
Low Density,6,5,Gable,NA,1936,240,Average,2008,115000,142556.3353
Low Density,6,3,Hip,Good,1980,599,Average,2008,138000,160181.7924
Low Density,7,6,Gable,Good,1931,270,Average,2008,149000,185442.5642
Low Density,6,7,Hip,Good,1939,240,Average,2008,188700,190831.6103
Low Density,5,6,Gable,Good,1937,240,Average,2008,198000,218235.336
Low Density,5,4,Gable,NA,1938,225,Average,2008,110000,137301.0265
Low Density,6,5,Hip,Average,1951,344,Average,2008,104000,112583.7545
Low Density,8,6,Gable,Good,1935,786,Fair,2008,257076,308757.5676
Low Density,8,9,Gable,Good,1982,1014,Average,2008,381000,471671.8442
Low Density,7,9,Gable,Average,1939,431,Average,2008,311500,348328.1461
Low Density,7,9,Gable,Average,1994,506,Average,2008,263400,327178.1994
Low Density,5,5,Gable,Average,1956,484,Average,2008,236500,270927.4395
Low Density,6,7,Hip,Good,1993,924,Average,2008,224000,261451.9513
Medium Density,6,6,Gable,Average,1980,462,Average,2008,116500,138604.0638
Medium Density,6,6,Gable,Average,1980,452,Average,2008,151000,158122.5909
Medium Density,6,8,Gable,NA,1926,195,Average,2008,126000,133326.7733
Medium Density,6,8,Gable,NA,1940,240,Average,2008,120000,133952.8624
Medium Density,4,4,Gable,NA,,0,NA,2008,55000,66174.15144
Medium Density,6,8,Gable,NA,2002,432,Average,2008,120500,145225.0747
Medium Density,5,6,Gable,Good,1966,924,Excellent,2008,120500,125521.3823
Medium Density,5,7,Gable,NA,,0,NA,2008,119000,136336.7838
Medium Density,5,5,Hip,Poor,1967,288,Average,2008,126000,136058.3033
Medium Density,5,7,Gable,NA,1934,360,Average,2008,99500,104901.6896
Medium Density,5,5,Gable,NA,1958,356,Average,2008,165500,174070.4171
Agriculture,1,5,Gable,NA,1952,487,Fair,2008,13100,14983.92886
Commercial,4,7,Gable,NA,1895,185,Fair,2008,89000,109243.3732
Commercial,4,4,Gambrel,NA,1920,250,Average,2008,40000,41031.33482
Commercial,4,7,Gable,NA,1910,195,Poor,2008,80900,92091.30474
Commercial,3,4,Gable,NA,1994,1248,Average,2008,81000,96091.6818
Commercial,4,6,Gable,NA,1920,216,Fair,2008,65000,65479.24735
Medium Density,8,5,Hip,Good,2008,482,Average,2008,392500,424392.7138
Medium Density,8,5,Hip,Good,2007,525,Average,2008,294464,330595.5169
Medium Density,7,5,Hip,Good,2004,482,Average,2008,250000,268981.4002
Medium Density,8,5,Hip,Good,2004,482,Average,2008,275000,278055.9572
Low Density,7,5,Gable,NA,1996,786,Average,2008,300000,302843.7722
Low Density,8,5,Hip,Good,2002,857,Average,2008,271000,285920.2364
Low Density,7,5,Gable,Average,1996,816,Average,2008,213000,240385.4692
Low Density,6,6,Gable,Poor,1977,358,Average,2008,171000,194110.795
Low Density,6,6,Gable,Fair,1980,473,Average,2008,171500,205464.5105
Low Density,5,4,Gable,NA,1976,484,Average,2008,100000,124380.4705
Low Density,4,5,Gable,Average,1991,432,Average,2008,228500,251535.913
Low Density,5,6,Gable,Good,1965,529,Average,2008,228950,229121.8486
Low Density,7,6,Gable,Average,1986,512,Average,2008,241500,257649.6835
Low Density,8,6,Hip,Good,1976,665,Average,2008,287000,338720.7925
Low Density,8,5,Hip,NA,2007,788,Average,2008,294000,325987.6276
Low Density,8,5,Gable,Good,2008,800,Average,2008,293077,356028.138
Low Density,8,5,Gable,Good,2007,612,Average,2008,264966,268731.2299
Low Density,5,5,Gable,NA,2007,400,Average,2008,172500,176498.3403
Low Density,5,5,Gable,NA,2007,400,Average,2008,167500,181538.5072
Low Density,7,5,Gable,NA,2008,666,Average,2008,218689,246626.3279
Low Density,6,5,Gable,Average,1989,438,Average,2008,150000,171612.5206
Low Density,6,5,Gable,Average,1986,616,Average,2008,184000,203804.2061
Low Density,6,5,Gable,Fair,1986,578,Average,2008,180000,224404.9897
Low Density,6,5,Gable,Fair,1988,600,Average,2008,175000,205401.4321
Low Density,8,5,Hip,Average,2003,467,Average,2008,232500,272038.5461
Low Density,6,5,Hip,NA,1999,435,Average,2008,195000,232548.7169
Low Density,8,5,Hip,Good,2003,749,Average,2008,305000,331022.9661
Low Density,8,5,Gable,Good,2007,520,Average,2008,298751,335198.5854
Low Density,8,5,Gable,Good,2005,892,Average,2008,370000,434137.3058
Medium Density,7,5,Gable,NA,1997,784,Average,2008,209200,227253.4837
Medium Density,7,5,Gable,NA,1997,784,Average,2008,206300,220172.9123
Low Density,5,5,Gable,NA,,0,NA,2008,146000,177587.6983
Medium Density,6,5,Hip,NA,1997,392,Average,2008,160500,163815.393
Low Density,4,5,Gable,NA,1964,850,Average,2008,173000,202725.5946
Medium Density,5,6,Gable,NA,1975,499,Average,2008,124000,141130.5687
Medium Density,5,6,Gable,Good,1976,336,Average,2008,115000,128172.7918
Medium Density,5,7,Gable,Average,1976,336,Average,2008,129500,145777.5458
Medium Density,4,7,Gable,NA,1973,297,Average,2008,105000,127698.2155
Medium Density,4,6,Gable,Poor,1973,297,Average,2008,94900,113777.2142
Low Density,5,6,Gable,NA,1968,257,Average,2008,152500,186921.1699
Medium Density,6,9,Gable,NA,,0,NA,2008,98000,105186.3064
Medium Density,4,7,Gable,NA,,0,NA,2008,81000,84118.82173
Low Density,5,5,Hip,NA,1954,520,Average,2008,113000,135422.9217
Low Density,5,7,Gable,NA,1983,264,Average,2008,128500,137243.8044
Low Density,5,5,Gable,NA,1984,264,Average,2008,119500,136659.4528
Low Density,5,9,Gable,Excellent,1982,264,Average,2008,130500,157259.6253
Low Density,5,8,Gable,NA,1985,816,Average,2008,138000,163347.3897
Low Density,5,6,Gable,NA,1982,264,Average,2008,134500,161480.936
Low Density,6,7,Gable,NA,1989,423,Average,2008,160000,195666.651
Low Density,5,6,Gable,NA,1984,484,Average,2008,137500,171235.2676
Low Density,5,4,Gable,Poor,1969,530,Average,2008,172000,183085.7373
Industrial,5,1,Hip,NA,1900,288,Average,2008,103000,120485.5808
Low Density,6,6,Gable,Good,1971,525,Average,2007,167300,184373.6352
Low Density,7,5,Flat,Poor,1970,526,Average,2007,167000,190644.1653
Low Density,7,6,Gable,Good,1973,516,Average,2007,244000,249865.4273
Low Density,8,6,Flat,Average,1970,621,Average,2007,268000,311744.0472
Low Density,7,5,Gable,Good,2003,433,Average,2007,225000,254249.0966
Low Density,6,5,Gable,Average,1995,373,Average,2007,168000,168745.7293
Low Density,6,6,Gable,NA,1997,388,Average,2007,177000,183662.4394
Low Density,6,5,Gable,Average,1997,460,Average,2007,169000,177525.0779
Low Density,6,5,Gable,Average,1997,390,Average,2007,161500,200216.4182
Low Density,8,5,Gable,NA,2000,499,Average,2007,251000,260291.1737
Low Density,6,5,Gable,Average,1994,398,Average,2007,160000,161776.4517
Low Density,6,5,Gable,Average,2000,451,Average,2007,180000,221828.2392
Low Density,7,5,Gable,NA,1996,420,Average,2007,178750,218043.3579
Low Density,7,5,Gable,Average,1995,402,Average,2007,176000,179492.1195
Low Density,6,5,Gable,Average,1999,482,Average,2007,204000,208966.8206
Low Density,7,5,Gable,NA,1992,420,Average,2007,160000,167920.5385
Low Density,7,5,Gable,Average,1991,402,Average,2007,160000,192125.7693
Low Density,7,5,Gable,Average,1992,392,Average,2007,163900,172536.0837
Low Density,6,5,Gable,Average,1993,392,Average,2007,168000,208969.4429
Low Density,6,6,Gable,Average,1964,480,Average,2007,154204,179811.3828
Low Density,8,5,Gable,NA,1987,461,Average,2007,170000,176069.3994
Low Density,7,5,Gable,Average,1984,577,Average,2007,207500,226077.7846
Low Density,8,5,Gable,NA,1988,480,Average,2007,182000,216420.5757
Low Density,8,5,Gable,Average,1990,484,Average,2007,212000,260131.2517
Low Density,9,5,Hip,Good,2005,676,Average,2007,377426,445945.1354
Low Density,8,5,Hip,Good,2005,729,Average,2007,349265,406597.2379
Low Density,9,5,Hip,Good,2005,1110,Good,2007,591587,724775.8742
Low Density,5,5,Gable,NA,1969,828,Average,2007,155000,181141.3158
Low Density,9,5,Gable,Good,2006,556,Average,2007,319900,321320.1714
Low Density,8,6,Gable,Good,2007,567,Average,2007,392000,404643.2375
Low Density,8,5,Hip,Good,2006,724,Average,2007,441929,452910.9521
Low Density,10,5,Hip,Good,2007,724,Average,2007,455000,538240.1622
Low Density,6,7,Gable,Average,1981,467,Average,2007,182900,195367.1028
Low Density,6,5,Hip,NA,1984,480,Average,2007,174000,186175.0657
Low Density,6,7,Hip,Average,1984,477,Average,2007,178000,209137.8045
Low Density,7,7,Gable,Average,1981,484,Average,2007,176000,184571.2713
Low Density,7,6,Gable,Average,1978,663,Average,2007,213000,235213.5064
Low Density,7,5,Hip,Average,1979,481,Average,2007,192000,238198.1116
Low Density,7,6,Mansard,Good,1977,534,Average,2007,190000,226213.3972
Low Density,6,6,Gable,Average,1976,551,Average,2007,195000,228629.0469
Low Density,6,6,Gable,Average,1978,564,Average,2007,148000,175005.6044
Low Density,6,6,Gable,NA,1984,495,Average,2007,151500,159340.4384
Low Density,7,6,Hip,Average,1979,550,Average,2007,197000,217052.4114
Low Density,6,5,Gable,Average,1979,478,Average,2007,192350,214888.2057
Low Density,5,5,Mansard,NA,1969,462,Average,2007,152000,189709.6749
Low Density,6,5,Hip,Average,1971,944,Average,2007,170000,195617.3752
Low Density,5,6,Gable,Average,1971,487,Average,2007,175000,179486.1288
Low Density,6,6,Mansard,Good,1968,539,Average,2007,175000,212308.4109
Low Density,7,7,Gable,Average,1976,550,Average,2007,197900,216928.5926
Low Density,7,6,Gable,Fair,1976,585,Average,2007,174000,215876.9133
Low Density,6,6,Gable,Average,1974,488,Average,2007,178900,215772.4396
Low Density,5,7,Gambrel,NA,1971,288,Average,2007,139000,160158.5952
Low Density,6,5,Hip,NA,1979,576,Average,2007,143250,161444.8762
Low Density,7,9,Gable,NA,1972,484,Average,2007,184000,190414.7585
Low Density,5,6,Gable,NA,1988,576,Average,2007,155000,192871.0515
Low Density,5,5,Gable,NA,1970,368,Average,2007,133000,142898.8855
Low Density,5,5,Gable,NA,1981,280,Average,2007,119500,122750.8821
Low Density,4,5,Gable,NA,1974,480,Average,2007,123000,136338.5681
Low Density,4,6,Gable,NA,1979,684,Average,2007,110000,118371.6688
Low Density,4,7,Gable,NA,1961,270,Fair,2007,128000,155974.9479
Low Density,4,6,Gable,NA,1974,528,Average,2007,120500,130071.8406
High Density,7,5,Gable,NA,1998,367,Average,2007,133000,150769.963
High Density,6,5,Gable,Average,2001,511,Average,2007,155000,169052.5405
High Density,6,5,Gable,Average,1997,522,Average,2007,177000,220914.197
Medium Density,6,6,Gable,NA,1973,264,Average,2007,113500,140648.9915
Medium Density,6,5,Gable,NA,1973,264,Average,2007,113000,116166.5584
Medium Density,6,5,Gable,NA,1973,264,Average,2007,113700,117810.5048
Medium Density,5,5,Gable,NA,1970,440,Average,2007,106000,106780.5692
Medium Density,5,5,Gable,NA,1971,440,Average,2007,122500,133029.3998
Low Density,6,5,Gable,Average,1977,440,Average,2007,128000,131893.3771
Low Density,6,6,Gable,Average,1976,440,Average,2007,155000,188933.843
Low Density,7,7,Gable,NA,1978,319,Average,2007,142500,157641.3785
Low Density,5,6,Hip,NA,1974,360,Average,2007,129250,135902.537
Low Density,9,5,Hip,Good,2007,730,Average,2007,356000,425179.8471
Low Density,9,5,Hip,Good,2007,774,Average,2007,314813,316167.5377
Low Density,8,5,Hip,NA,2007,818,Average,2007,318000,343401.6754
Low Density,8,5,Gable,Good,2006,856,Average,2007,322400,362157.0874
Low Density,8,5,Hip,Good,2007,928,Average,2007,318000,395725.1802
Low Density,8,5,Gable,Excellent,2007,938,Average,2007,345474,346058.1728
Low Density,9,5,Gable,Excellent,2007,732,Average,2007,415298,443596.5868
Low Density,9,5,Hip,Good,2007,1040,Average,2007,492000,565330.8721
Low Density,8,5,Hip,Good,2006,670,Average,2007,338931,351748.2932
Low Density,10,5,Hip,Good,2005,878,Average,2007,450000,550312.7603
Low Density,7,5,Gable,Good,2006,947,Average,2007,280000,324957.677
Low Density,9,5,Hip,Excellent,2007,932,Average,2007,479069,502031.8259
Low Density,8,5,Hip,Good,2006,895,Average,2007,395000,477665.6756
Low Density,9,5,Hip,Good,2006,694,Average,2007,380000,438866.8552
Low Density,8,5,Gable,Good,2006,866,Average,2007,250000,310252.5117
Low Density,8,5,Gable,Excellent,2006,908,Average,2007,440000,513671.5429
Low Density,9,5,Gable,Excellent,2005,814,Average,2007,418000,425680.4245
Low Density,10,5,Hip,Good,2007,1174,Average,2007,500067,616297.0393
Low Density,8,5,Gable,Good,2007,728,Average,2007,260116,283788.829
Low Density,8,5,Gable,Good,2004,852,Average,2007,317000,349655.46
Low Density,8,5,Gable,Good,2007,786,Average,2007,319500,325459.0616
Low Density,8,5,Gable,Good,2007,789,Average,2007,325624,329768.4205
Low Density,9,5,Hip,Good,2006,843,Average,2007,372000,383831.514
Low Density,8,5,Gable,Excellent,2004,916,Average,2007,342000,393697.2777
Low Density,8,5,Gable,Good,2004,872,Average,2007,354000,363546.3929
Low Density,8,5,Gable,Good,2003,818,Average,2007,350000,358377.3638
Low Density,8,5,Hip,Good,2003,656,Average,2007,285000,343440.725
Low Density,8,5,Hip,Good,2007,774,Average,2007,281500,287220.1199
Low Density,7,5,Gable,NA,2005,878,Average,2007,245700,306787.1875
Low Density,8,5,Gable,NA,2005,554,Average,2007,232698,260553.1681
Low Density,8,5,Gable,NA,2006,876,Average,2007,250000,307676.084
Low Density,6,5,Gable,Good,2005,460,Average,2007,194700,243062.7037
Low Density,6,5,Gable,Good,2005,631,Average,2007,204000,214609.2775
Low Density,6,5,Gable,Good,2005,631,Average,2007,200000,209572.4023
Low Density,6,5,Gable,Good,2005,460,Average,2007,207000,249398.9716
Low Density,8,5,Gable,Good,2006,627,Average,2007,209500,245908.3564
Low Density,8,5,Gable,Good,2006,627,Average,2007,209500,227196.2882
Low Density,8,5,Gable,Good,2006,484,Average,2007,202500,207839.4379
Low Density,9,5,Hip,Good,2005,564,Average,2007,280000,336834.1514
Low Density,9,5,Hip,Good,2005,556,Average,2007,277500,319710.8121
Low Density,9,5,Hip,Good,2007,617,Average,2007,318061,383667.8832
Low Density,8,5,Hip,Good,2006,550,Average,2007,221370,231957.4425
Low Density,7,5,Gable,Good,2003,478,Average,2007,200000,235430.2776
Low Density,6,5,Gable,NA,2007,572,Average,2007,181755,224045.4654
Low Density,6,5,Gable,Good,2005,400,Average,2007,176000,188374.3588
Low Density,6,5,Gable,Good,2005,393,Average,2007,178900,221915.792
Low Density,7,5,Gable,NA,2007,454,Average,2007,168165,176105.8225
Low Density,6,5,Gable,Good,2006,440,Average,2007,171925,200539.3061
Low Density,6,5,Gable,Good,2007,350,Average,2007,198444,216682.4413
Low Density,6,5,Gable,NA,2005,388,Average,2007,203000,228180.0857
Low Density,7,5,Hip,Good,2007,400,Average,2007,179540,186698.7625
Low Density,7,5,Gable,NA,2007,436,Average,2007,176485,186039.5438
Low Density,7,5,Gable,NA,2007,396,Average,2007,181134,207316.7552
Low Density,6,5,Gable,Good,2007,432,Average,2007,156932,188826.0052
Low Density,6,5,Gable,NA,2007,440,Average,2007,166000,206599.0263
Low Density,7,5,Gable,NA,2007,400,Average,2007,177594,184634.7972
Low Density,7,6,Gable,NA,2007,462,Average,2007,173500,182766.9758
Low Density,7,5,Gable,Good,2007,648,Average,2007,172500,178422.9647
Low Density,7,5,Gable,Good,2006,648,Average,2007,194201,237442.823
Low Density,8,5,Hip,Average,2003,630,Average,2007,226500,238537.4294
Low Density,7,5,Gable,Good,2007,388,Average,2007,185485,195617.8999
Low Density,7,5,Hip,Good,2004,630,Average,2007,259000,306942.7046
Low Density,7,5,Gable,NA,2004,437,Average,2007,188500,188694.3594
Low Density,7,5,Gable,Good,2004,400,Average,2007,175000,195742.5681
Low Density,7,5,Gable,Good,2004,434,Average,2007,215000,245397.381
Low Density,7,5,Gable,Good,2006,534,Average,2007,206580,222051.3436
Low Density,7,5,Gable,Good,2004,440,Average,2007,183500,219345.095
Low Density,7,5,Gable,Average,2003,400,Average,2007,165500,167663.6226
Low Density,7,5,Gable,Good,2003,434,Average,2007,211000,255375.2429
Low Density,6,5,Gable,Average,2000,463,Average,2007,181000,181759.7712
Low Density,7,5,Gable,Good,2002,435,Average,2007,219500,254989.7052
Low Density,6,5,Gable,Average,1999,460,Average,2007,175000,189551.7297
Low Density,7,5,Gable,Average,2000,400,Average,2007,170000,182918.4586
Low Density,7,5,Gable,NA,2003,400,Average,2007,162000,178597.7313
Low Density,6,5,Gable,Average,2000,442,Average,2007,187000,207133.3568
Low Density,6,5,Gable,Average,1999,460,Average,2007,185000,207288.0537
Low Density,10,5,Hip,Average,1996,813,Average,2007,745000,788047.2334
Low Density,8,5,Hip,Average,1998,925,Average,2007,384500,421506.0278
Low Density,8,5,Gable,Average,2000,648,Average,2007,248000,303873.9741
Low Density,10,5,Hip,Good,2001,804,Average,2007,466500,490658.1062
Low Density,9,5,Gable,Average,1998,806,Average,2007,410000,457455.8091
Low Density,8,5,Gable,Average,1998,758,Average,2007,322500,401782.5024
Low Density,7,5,Gable,Average,1998,600,Average,2007,252000,284930.9939
Low Density,10,6,Gable,Excellent,1994,832,Average,2007,755000,771596.4185
Low Density,7,5,Gable,Average,1997,455,Average,2007,269790,271555.7611
Low Density,7,5,Gable,Average,1996,834,Average,2007,315750,363278.4018
Low Density,7,5,Gable,Average,1995,721,Average,2007,290000,332910.2586
Low Density,8,5,Gable,Average,1995,752,Average,2007,290000,333724.5534
Low Density,8,5,Hip,Good,1992,546,Average,2007,430000,444327.3565
Low Density,8,5,Gable,Average,1992,517,Average,2007,263000,269899.9509
Low Density,8,5,Gable,Average,1996,933,Average,2007,330000,341430.1708
Low Density,7,6,Gable,NA,2007,605,Average,2007,213133,261411.2739
Low Density,8,5,Gable,Good,2007,852,Average,2007,260261,300113.3415
Low Density,9,5,Hip,Good,2006,788,Average,2007,320000,381997.5384
Low Density,8,5,Gable,NA,2007,754,Average,2007,282922,311291.3703
Low Density,8,5,Gable,Good,2006,484,Average,2007,215000,239643.3046
Low Density,10,5,Hip,Good,2007,1092,Average,2007,419005,437012.5141
Low Density,8,5,Gable,Good,2006,865,Average,2007,255000,259413.1419
Low Density,8,5,Gable,Good,2007,895,Average,2007,147000,182579.4771
Low Density,7,5,Gable,Average,2007,480,Average,2007,235876,289685.6035
Low Density,7,5,Hip,Good,2007,786,Average,2007,311872,341471.8098
Low Density,7,6,Hip,NA,2007,954,Average,2007,248328,296512.4015
Low Density,8,5,Hip,Good,2006,825,Average,2007,227000,240857.9388
Low Density,8,5,Gable,NA,2005,484,Average,2007,260000,298434.4864
Low Density,8,5,Gable,NA,2007,474,Average,2007,225000,256932.3895
Low Density,7,5,Gable,Good,2005,672,Average,2007,249000,258311.5387
Low Density,8,5,Gable,Good,2004,636,Average,2007,307000,330200.9144
Low Density,7,5,Gable,NA,2006,574,Average,2007,250000,305344.1513
Low Density,8,5,Gable,NA,2006,859,Average,2007,221300,253939.7457
Village Residential,8,5,Gable,NA,2007,598,Average,2007,208900,233048.3233
Village Residential,7,5,Gable,NA,2007,575,Average,2007,210400,239183.6803
Village Residential,8,5,Gable,NA,2007,590,Average,2007,255000,317512.4916
Village Residential,5,5,Gable,NA,2007,561,Average,2007,212109,220689.1578
Village Residential,8,5,Gable,Good,2006,1025,Average,2007,270000,278725.8971
Village Residential,8,5,Gable,Good,2007,550,Average,2007,303477,315237.1316
Village Residential,8,5,Hip,Good,2007,880,Average,2007,310013,328346.092
Village Residential,8,5,Gable,NA,2006,826,Average,2007,249700,311055.5583
Village Residential,7,6,Gable,NA,2007,578,Average,2007,227875,257967.4536
Village Residential,8,5,Gable,Good,2007,594,Average,2007,261329,311542.1471
Village Residential,8,5,Gable,Good,2006,658,Average,2007,253000,266350.7168
Village Residential,6,5,Gable,Good,2004,744,Average,2007,265000,293603.2957
Village Residential,8,5,Gable,Good,2004,610,Average,2007,340000,413544.8449
Low Density,6,5,Gable,NA,,0,NA,2007,146000,154210.7423
Low Density,7,5,Gable,NA,,0,NA,2007,147000,172627.9114
Low Density,5,5,Gable,NA,2004,576,Average,2007,149000,166508.1272
Low Density,7,5,Gable,NA,2006,566,Average,2007,181000,217105.1398
Low Density,6,5,Gable,NA,1994,471,Average,2007,201000,229687.0231
Low Density,6,5,Gable,NA,1993,492,Average,2007,191750,211105.5709
Low Density,7,5,Gable,NA,2000,539,Average,2007,179000,197266.356
Low Density,7,5,Gable,Fair,1998,514,Average,2007,215000,235384.6611
Low Density,6,5,Gable,NA,1992,529,Average,2007,179200,186821.6062
Low Density,6,5,Gable,Average,1980,283,Average,2007,128000,140932.3597
Low Density,5,7,Gable,NA,1983,504,Average,2007,144000,161416.2677
High Density,5,5,Gable,Average,1977,630,Average,2007,144000,173805.2236
Low Density,5,5,Gable,NA,1979,308,Average,2007,120750,122869.8797
Low Density,5,6,Hip,NA,1996,624,Average,2007,132500,140753.7151
Low Density,5,5,Hip,NA,1977,576,Average,2007,132000,163977.4058
Low Density,5,7,Gable,NA,1963,264,Average,2007,132500,153271.9418
Low Density,4,5,Gable,NA,1961,544,Average,2007,129000,142803.4651
Low Density,5,5,Gable,Average,1962,349,Average,2007,143900,166457.7733
Low Density,5,7,Gable,NA,1991,686,Average,2007,145000,175364.6168
Low Density,5,5,Hip,NA,1963,572,Average,2007,128500,133768.2405
Low Density,5,6,Gable,NA,1967,288,Average,2007,125500,142718.6399
Low Density,7,5,Gable,Average,1990,564,Average,2007,300000,316811.2706
Low Density,7,7,Gable,Good,1974,518,Average,2007,294000,317180.0076
Low Density,5,5,Gable,NA,1974,431,Average,2007,129000,142069.3026
Low Density,5,5,Gable,Average,1975,611,Average,2007,171000,187584.8269
Low Density,6,7,Gable,Average,1973,542,Average,2007,147000,176171.4518
Low Density,8,5,Gable,Excellent,1990,750,Good,2007,302000,346600.7269
Low Density,8,5,Hip,Average,1992,541,Average,2007,285000,334089.0617
Village Residential,8,5,Gable,Good,2004,540,Average,2007,214000,250719.6142
Village Residential,8,5,Gable,NA,2006,484,Average,2007,166000,184871.341
Village Residential,8,5,Gable,NA,2006,476,Average,2007,193800,196254.4984
Village Residential,7,5,Gable,Good,2006,466,Average,2007,208900,220369.425
Village Residential,7,5,Gable,Good,2006,466,Average,2007,194000,219465.6304
Village Residential,8,5,Gable,NA,2007,528,Average,2007,207500,247177.5043
Village Residential,7,5,Gable,NA,2007,569,Average,2007,199900,244980.6259
Village Residential,7,5,Gable,NA,2006,528,Average,2007,164700,190759.7465
Village Residential,6,5,Gable,Average,1999,440,Average,2007,176500,182497.2039
Village Residential,6,5,Gable,Fair,1999,440,Average,2007,176000,177659.7293
Village Residential,6,5,Gable,Average,2000,440,Average,2007,168500,198249.0362
Village Residential,6,5,Gable,NA,2000,440,Average,2007,177000,199548.9458
Village Residential,6,5,Gable,Average,2000,440,Average,2007,177000,185736.3015
Village Residential,7,5,Gable,NA,2004,480,Average,2007,148800,166304.8851
Village Residential,8,5,Gable,NA,1999,492,Average,2007,174000,201109.3391
Village Residential,7,5,Hip,Average,1997,576,Average,2007,239000,280910.4489
Village Residential,7,5,Gable,NA,1999,625,Average,2007,204000,222719.7313
Village Residential,8,5,Hip,Good,2003,552,Average,2007,301000,353436.7037
Village Residential,8,5,Gable,Average,1998,1105,Good,2007,312500,321370.9302
Low Density,8,5,Gable,Good,1994,478,Average,2007,279700,308479.3296
Low Density,7,6,Hip,Average,1980,546,Good,2007,255000,315292.4087
Low Density,5,7,Gable,Average,1978,588,Average,2007,194000,242111.3154
Low Density,5,8,Gable,Fair,1976,528,Average,2007,218000,226474.589
Low Density,8,6,Gable,Average,1978,571,Average,2007,213750,237653.8724
Low Density,6,7,Hip,Average,1976,512,Average,2007,187000,222094.8291
Low Density,6,8,Gable,Average,1976,460,Average,2007,181500,188984.3865
Low Density,8,5,Hip,Good,1981,676,Average,2007,373000,453887.4686
Low Density,5,5,Shed,Average,1977,600,Average,2007,190000,217771.4676
Village Residential,7,5,Gable,Average,2001,650,Average,2007,226000,256830.8472
Low Density,6,6,Gable,NA,1968,412,Average,2007,143450,170448.6798
Low Density,6,6,Gable,Poor,1970,570,Average,2007,240050,251543.9626
Low Density,6,6,Gable,NA,1969,480,Average,2007,162500,202238.8614
Low Density,6,5,Gable,NA,1968,528,Average,2007,164000,181845.2514
Low Density,7,7,Hip,Average,1972,515,Average,2007,185000,198264.9753
Low Density,7,6,Gable,Average,1993,472,Average,2007,188500,200353.7014
Low Density,7,6,Gable,Good,1993,473,Average,2007,255000,275674.907
Low Density,5,6,Gable,NA,1976,528,Average,2007,136905,152778.7587
Low Density,6,7,Hip,Fair,1966,484,Average,2007,158500,182506.9985
Low Density,7,6,Hip,Average,1973,528,Average,2007,175500,206771.976
Low Density,6,5,Gable,NA,1963,311,Average,2007,127000,148414.4514
Low Density,5,6,Gable,NA,1967,308,Average,2007,127000,155808.2652
Low Density,5,5,Gable,Fair,1967,318,Average,2007,143000,163299.8069
Low Density,5,7,Hip,NA,1965,515,Average,2007,156000,167895.0962
Low Density,5,5,Hip,Average,1970,484,Average,2007,144000,160597.7086
Low Density,5,4,Gable,NA,2002,352,Average,2007,119000,132181.1472
Low Density,4,5,Gable,NA,1964,530,Average,2007,103000,115755.53
Low Density,5,5,Hip,Average,1960,286,Average,2007,139900,156866.0521
Low Density,6,8,Hip,NA,1960,301,Average,2007,151500,174249.6421
Low Density,5,5,Gable,NA,1974,461,Average,2007,126500,149839.4848
Low Density,6,8,Hip,NA,1958,264,Average,2007,145000,172861.6796
Low Density,5,7,Gable,NA,1958,297,Average,2007,120000,149263.3437
Low Density,5,5,Hip,Good,1966,396,Average,2007,124000,145380.7337
